term,or_median,or_l95,or_u95,rhat,ess_bulk
male,1.527719826575543,1.268962731336032,1.8610875531291244,1.0031851831964569,3658.2499193515055
wealth_richest,0.3528008641804617,0.1946740101632065,0.6083417998193784,1.00369273267224,1825.7282346929485
rural,0.8430193789993741,0.6386151714480086,1.1003048134244084,1.0037083183756472,2401.9736417025206
water_unimproved,1.4868301103150414,1.1216767079227317,1.9951910609378236,1.001622628529102,2492.526314436156
sanitation_unimproved,1.105881472665506,0.8615192688448823,1.4406798485724477,1.0003105129025631,3024.363413847176
maternal_education_higher,0.3676350129673664,0.1964434769878437,0.6718569648761653,0.9990583510450644,3237.3968033504034
tau_community,0.4053379914302921,0.0829677914129346,0.6274871881874113,1.0220033506427542,238.61525718738227
tau_household,1.2339891434127146,0.9238441628747928,1.5451886159945605,1.0175841462212931,297.61118508106904
