quantity,mean,sd,median,q2_5,q97_5,rhat,ess_basic
tau_community,0.37825152518180943,0.13852625404112404,0.3912022710189843,0.058484780109751215,0.6131892614528841,1.0363818044237056,176.14832082082708
tau_household,1.2242679787045958,0.14980476053419872,1.222070975880564,0.935188967389124,1.545214391964412,1.0226821529625683,171.58574610536579
icc_community,0.03241669913357236,0.01939571695482113,0.03094437134502053,0.0006969030003754467,0.07393966865570915,,
vpc_household,0.30221991627281747,0.05140749139452344,0.30136941422455077,0.20304787705050348,0.4063856767835624,,
icc_same_household,0.3346366154063899,0.05042667965822594,0.33506316092746957,0.232778082600606,0.43720457596143303,,
mor_community,1.446803290546274,0.18632667983869403,1.452312493039081,1.057372543170537,1.7948194089776237,,
mor_household,3.2480448964153172,0.4704885057326771,3.208168133914814,2.4401294462411003,4.3663945151545605,,
