quantity,mean,sd,median,q2_5,q97_5,rhat,ess_basic
tau_community,0.3805136648278041,0.11646123318579434,0.3902737378672298,0.0964668716580228,0.5795855861045108,1.0101377670585618,162.75787807321402
tau_household,1.1012998036772457,0.1411445415639752,1.0998592519983017,0.8155706493401276,1.3714984544320967,1.0115554947484648,162.09357165271226
icc_community,0.0336892111830875,0.017256020867877576,0.03327702764437504,0.0019938168271507336,0.06952794320710154,,
vpc_household,0.2602698496557359,0.04889557484928167,0.2601362736360433,0.16103902712401946,0.35615770262456586,,
icc_same_household,0.2939590608388234,0.04781792565220075,0.29466514030035307,0.20007822289275543,0.38167577676274517,,
mor_community,1.4462802725110315,0.15606857576806138,1.4510267460367996,1.0963836816377224,1.738201234249079,,
mor_household,2.884831905402788,0.3849018475595029,2.8551533662813653,2.1770061129840705,3.699637097372301,,
